Protocol,Model,Total Extracted,Total GT,Matched,Precision,Recall,F1-Score
MQTT,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,15,12,6,0.4,0.5,0.444
MQTT,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,28,12,12,0.429,1.0,0.6
MQTT,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,5,12,3,0.6,0.25,0.353
MQTT,qwen3.5_27b_qwen_think_ollama_json_schema_output,8,12,7,0.875,0.583,0.7
MQTT,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,4,12,3,0.75,0.25,0.375
MQTT,qwen3.5_9b_qwen_think_ollama_json_schema_output,0,12,0,0.0,0.0,0.0
MQTT,qwq_32b_qwq_reasoning_ollama_json_schema_output,0,12,0,0.0,0.0,0.0
NNTP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,15,10,4,0.267,0.4,0.32
NNTP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,23,10,8,0.348,0.8,0.485
NNTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,16,10,8,0.5,0.8,0.615
NNTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,13,10,4,0.308,0.4,0.348
NNTP,qwen3.5_27b_qwen_think_ollama_json_schema_output,10,10,4,0.4,0.4,0.4
NNTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,5,10,3,0.6,0.3,0.4
NNTP,qwen3.5_9b_qwen_think_ollama_json_schema_output,7,10,2,0.286,0.2,0.235
NNTP,qwq_32b_qwq_reasoning_ollama_json_schema_output,2,10,2,1.0,0.2,0.333
POP3,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,3,3,3,1.0,1.0,1.0
POP3,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,3,3,3,1.0,1.0,1.0
POP3,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,3,3,3,1.0,1.0,1.0
POP3,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,3,3,3,1.0,1.0,1.0
POP3,qwen3.5_27b_qwen_think_ollama_json_schema_output,3,3,3,1.0,1.0,1.0
POP3,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,3,3,3,1.0,1.0,1.0
POP3,qwen3.5_9b_qwen_think_ollama_json_schema_output,3,3,3,1.0,1.0,1.0
POP3,qwq_32b_qwq_reasoning_ollama_json_schema_output,3,3,3,1.0,1.0,1.0
PPP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,10,10,10,1.0,1.0,1.0
PPP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,12,10,10,0.833,1.0,0.909
PPP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,15,10,10,0.667,1.0,0.8
PPP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,17,10,10,0.588,1.0,0.741
PPP,qwen3.5_27b_qwen_think_ollama_json_schema_output,10,10,10,1.0,1.0,1.0
PPP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,12,10,10,0.833,1.0,0.909
PPP,qwen3.5_9b_qwen_think_ollama_json_schema_output,10,10,10,1.0,1.0,1.0
PPP,qwq_32b_qwq_reasoning_ollama_json_schema_output,12,10,10,0.833,1.0,0.909
PPTP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,21,9,8,0.381,0.889,0.533
PPTP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,10,9,6,0.6,0.667,0.632
PPTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,16,9,7,0.438,0.778,0.56
PPTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,10,9,7,0.7,0.778,0.737
PPTP,qwen3.5_27b_qwen_think_ollama_json_schema_output,8,9,7,0.875,0.778,0.824
PPTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,9,9,7,0.778,0.778,0.778
PPTP,qwen3.5_9b_qwen_think_ollama_json_schema_output,8,9,7,0.875,0.778,0.824
PPTP,qwq_32b_qwq_reasoning_ollama_json_schema_output,10,9,8,0.8,0.889,0.842
RTSP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,8,3,3,0.375,1.0,0.545
RTSP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,32,3,3,0.094,1.0,0.171
RTSP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,51,3,3,0.059,1.0,0.111
RTSP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,15,3,3,0.2,1.0,0.333
RTSP,qwen3.5_27b_qwen_think_ollama_json_schema_output,15,3,3,0.2,1.0,0.333
RTSP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,4,3,3,0.75,1.0,0.857
RTSP,qwen3.5_9b_qwen_think_ollama_json_schema_output,3,3,3,1.0,1.0,1.0
RTSP,qwq_32b_qwq_reasoning_ollama_json_schema_output,4,3,3,0.75,1.0,0.857
SIP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,21,5,5,0.238,1.0,0.385
SIP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,53,5,5,0.094,1.0,0.172
SIP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,63,5,5,0.079,1.0,0.147
SIP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,24,5,5,0.208,1.0,0.345
SIP,qwen3.5_27b_qwen_think_ollama_json_schema_output,22,5,5,0.227,1.0,0.37
SIP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,7,5,5,0.714,1.0,0.833
SIP,qwen3.5_9b_qwen_think_ollama_json_schema_output,12,5,5,0.417,1.0,0.588
SIP,qwq_32b_qwq_reasoning_ollama_json_schema_output,8,5,5,0.625,1.0,0.769
SMTP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,3,7,3,1.0,0.429,0.6
SMTP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,9,7,5,0.556,0.714,0.625
SMTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,14,7,4,0.286,0.571,0.381
SMTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,9,7,4,0.444,0.571,0.5
SMTP,qwen3.5_27b_qwen_think_ollama_json_schema_output,10,7,5,0.5,0.714,0.588
SMTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,2,7,1,0.5,0.143,0.222
SMTP,qwen3.5_9b_qwen_think_ollama_json_schema_output,1,7,0,0.0,0.0,0.0
SMTP,qwq_32b_qwq_reasoning_ollama_json_schema_output,0,7,0,0.0,0.0,0.0
TCP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,11,11,10,0.909,0.909,0.909
TCP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,26,11,10,0.385,0.909,0.541
TCP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,12,11,10,0.833,0.909,0.87
TCP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,14,11,10,0.714,0.909,0.8
TCP,qwen3.5_27b_qwen_think_ollama_json_schema_output,14,11,10,0.714,0.909,0.8
TCP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,11,11,10,0.909,0.909,0.909
TCP,qwen3.5_9b_qwen_think_ollama_json_schema_output,0,11,0,0.0,0.0,0.0
TCP,qwq_32b_qwq_reasoning_ollama_json_schema_output,11,11,10,0.909,0.909,0.909
