Protocol,Model,Total Extracted,Total GT,Matched,Precision,Recall,F1-Score
IMAP,qwen3.5_9b_qwen_think_ollama_json_schema_output,9,5,4,0.444,0.8,0.571
IMAP,qwq_32b_qwq_reasoning_ollama_json_schema_output,15,5,5,0.333,1.0,0.5
MQTT,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,36,12,9,0.25,0.75,0.375
MQTT,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,11,12,9,0.818,0.75,0.783
MQTT,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,47,12,12,0.255,1.0,0.407
MQTT,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,7,12,3,0.429,0.25,0.316
MQTT,qwen3.5_27b_qwen_think_ollama_json_schema_output,3,12,2,0.667,0.167,0.267
MQTT,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,6,12,3,0.5,0.25,0.333
MQTT,qwen3.5_9b_qwen_think_ollama_json_schema_output,0,12,0,0.0,0.0,0.0
MQTT,qwq_32b_qwq_reasoning_ollama_json_schema_output,3,12,2,0.667,0.167,0.267
NNTP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,27,10,7,0.259,0.7,0.378
NNTP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,21,10,8,0.381,0.8,0.516
NNTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,39,10,10,0.256,1.0,0.408
NNTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,17,10,5,0.294,0.5,0.37
NNTP,qwen3.5_27b_qwen_think_ollama_json_schema_output,8,10,4,0.5,0.4,0.444
NNTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,5,10,3,0.6,0.3,0.4
NNTP,qwen3.5_9b_qwen_think_ollama_json_schema_output,6,10,2,0.333,0.2,0.25
NNTP,qwq_32b_qwq_reasoning_ollama_json_schema_output,8,10,4,0.5,0.4,0.444
POP3,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,10,3,3,0.3,1.0,0.462
POP3,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,9,3,3,0.333,1.0,0.5
POP3,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,9,3,3,0.333,1.0,0.5
POP3,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,5,3,3,0.6,1.0,0.75
POP3,qwen3.5_27b_qwen_think_ollama_json_schema_output,3,3,3,1.0,1.0,1.0
POP3,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,3,3,3,1.0,1.0,1.0
POP3,qwen3.5_9b_qwen_think_ollama_json_schema_output,3,3,3,1.0,1.0,1.0
POP3,qwq_32b_qwq_reasoning_ollama_json_schema_output,4,3,3,0.75,1.0,0.857
PPP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,27,10,10,0.37,1.0,0.541
PPP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,15,10,10,0.667,1.0,0.8
PPP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,20,10,10,0.5,1.0,0.667
PPP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,21,10,10,0.476,1.0,0.645
PPP,qwen3.5_27b_qwen_think_ollama_json_schema_output,18,10,10,0.556,1.0,0.714
PPP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,16,10,8,0.5,0.8,0.615
PPP,qwen3.5_9b_qwen_think_ollama_json_schema_output,14,10,8,0.571,0.8,0.667
PPP,qwq_32b_qwq_reasoning_ollama_json_schema_output,43,10,10,0.233,1.0,0.377
PPTP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,18,9,6,0.333,0.667,0.444
PPTP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,16,9,6,0.375,0.667,0.48
PPTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,20,9,7,0.35,0.778,0.483
PPTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,15,9,8,0.533,0.889,0.667
PPTP,qwen3.5_27b_qwen_think_ollama_json_schema_output,8,9,7,0.875,0.778,0.824
PPTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,8,9,7,0.875,0.778,0.824
PPTP,qwen3.5_9b_qwen_think_ollama_json_schema_output,8,9,7,0.875,0.778,0.824
PPTP,qwq_32b_qwq_reasoning_ollama_json_schema_output,11,9,8,0.727,0.889,0.8
RTSP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,66,3,3,0.045,1.0,0.087
RTSP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,45,3,3,0.067,1.0,0.125
RTSP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,132,3,3,0.023,1.0,0.044
RTSP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,13,3,3,0.231,1.0,0.375
RTSP,qwen3.5_27b_qwen_think_ollama_json_schema_output,19,3,3,0.158,1.0,0.273
RTSP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,4,3,3,0.75,1.0,0.857
RTSP,qwen3.5_9b_qwen_think_ollama_json_schema_output,8,3,3,0.375,1.0,0.545
RTSP,qwq_32b_qwq_reasoning_ollama_json_schema_output,12,3,3,0.25,1.0,0.4
SIP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,129,5,1,0.008,0.2,0.015
SIP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,46,5,4,0.087,0.8,0.157
SIP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,365,5,5,0.014,1.0,0.027
SIP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,23,5,5,0.217,1.0,0.357
SIP,qwen3.5_27b_qwen_think_ollama_json_schema_output,16,5,5,0.312,1.0,0.476
SIP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,10,5,5,0.5,1.0,0.667
SIP,qwen3.5_9b_qwen_think_ollama_json_schema_output,14,5,5,0.357,1.0,0.526
SIP,qwq_32b_qwq_reasoning_ollama_json_schema_output,23,5,5,0.217,1.0,0.357
SMTP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,44,7,6,0.136,0.857,0.235
SMTP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,39,7,5,0.128,0.714,0.217
SMTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,68,7,6,0.088,0.857,0.16
SMTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,9,7,4,0.444,0.571,0.5
SMTP,qwen3.5_27b_qwen_think_ollama_json_schema_output,12,7,5,0.417,0.714,0.526
SMTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,6,7,2,0.333,0.286,0.308
SMTP,qwen3.5_9b_qwen_think_ollama_json_schema_output,8,7,3,0.375,0.429,0.4
SMTP,qwq_32b_qwq_reasoning_ollama_json_schema_output,10,7,4,0.4,0.571,0.471
TCP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,20,11,10,0.5,0.909,0.645
TCP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,18,11,10,0.556,0.909,0.69
TCP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,21,11,10,0.476,0.909,0.625
TCP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,28,11,10,0.357,0.909,0.513
TCP,qwen3.5_27b_qwen_think_ollama_json_schema_output,14,11,10,0.714,0.909,0.8
TCP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,11,11,10,0.909,0.909,0.909
TCP,qwen3.5_9b_qwen_think_ollama_json_schema_output,13,11,10,0.769,0.909,0.833
TCP,qwq_32b_qwq_reasoning_ollama_json_schema_output,13,11,10,0.769,0.909,0.833
